SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000446,5,2015-03-21,14,2015-04-04,100000030,N,I,I,500000446,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000447,16,2015-03-22,11,2015-04-05,100000033,X,I,I,500000447,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000447,16,2015-03-22,11,2015-04-05,100000033,X,I,I,500000447,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000448,1,2015-03-23,15,2015-04-06,100000032,N,I,I,500000448,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000448,1,2015-03-23,15,2015-04-06,100000032,N,I,I,500000448,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000449,28,2015-03-24,7,2015-04-07,100000031,P,P,I,500000449,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000449,28,2015-03-24,7,2015-04-07,100000031,P,P,I,500000449,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000450,20,2015-03-25,30,2015-04-08,100000044,P,I,D,500000450,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000450,20,2015-03-25,30,2015-04-08,100000044,P,I,D,500000450,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000451,11,2015-03-26,6,2015-04-09,100000036,X,I,I,500000451,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000451,11,2015-03-26,6,2015-04-09,100000036,X,I,I,500000451,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000452,9,2015-03-27,19,2015-04-10,100000038,N,I,I,500000452,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000452,9,2015-03-27,19,2015-04-10,100000038,N,I,I,500000452,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000453,30,2015-03-28,4,2015-04-11,100000037,C,P,D,500000453,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000453,30,2015-03-28,4,2015-04-11,100000037,C,P,D,500000453,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000454,3,2015-03-29,13,2015-04-12,100000037,C,P,D,500000454,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000454,3,2015-03-29,13,2015-04-12,100000037,C,P,D,500000454,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000455,15,2015-03-30,11,2015-04-13,100000042,X,I,I,500000455,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000455,15,2015-03-30,11,2015-04-13,100000042,X,I,I,500000455,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000456,16,2015-03-31,29,2015-04-14,100000044,N,I,I,500000456,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000456,16,2015-03-31,29,2015-04-14,100000044,N,I,I,500000456,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000457,1,2015-04-01,26,2015-04-15,100000041,C,P,D,500000457,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000457,1,2015-04-01,26,2015-04-15,100000041,C,P,D,500000457,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000458,14,2015-04-02,21,2015-04-16,100000043,P,P,D,500000458,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000458,14,2015-04-02,21,2015-04-16,100000043,P,P,D,500000458,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000459,33,2015-04-03,29,2015-04-17,100000044,N,I,I,500000459,HT-1040,,EUR,I,,EA,2015-12-04,1975.40,1660.00,315.40,2.000
500000459,33,2015-04-03,29,2015-04-17,100000044,N,I,I,500000459,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000460,3,2015-04-04,9,2015-04-18,100000036,N,I,I,500000460,HT-1070,,ARS,I,,EA,2015-12-04,168.74,141.80,26.94,2.000
500000460,3,2015-04-04,9,2015-04-18,100000036,N,I,I,500000460,HT-1071,,ZAR,I,,EA,2015-12-04,194.45,163.40,31.05,2.000
500000461,14,2015-04-05,25,2015-04-19,100000041,N,I,I,500000461,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000461,14,2015-04-05,25,2015-04-19,100000041,N,I,I,500000461,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000462,16,2015-04-06,18,2015-04-20,100000038,P,P,D,500000462,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000462,16,2015-04-06,18,2015-04-20,100000038,P,P,D,500000462,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000463,11,2015-04-07,21,2015-04-21,100000037,N,I,I,500000463,HT-1022,,ARS,I,,EA,2015-12-04,243.95,205.00,38.95,1.000
500000463,11,2015-04-07,21,2015-04-21,100000037,N,I,I,500000463,HT-1023,,USD,I,,EA,2015-12-04,853.23,717.00,136.23,3.000
500000464,7,2015-04-08,21,2015-04-22,100000037,P,I,D,500000464,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000464,7,2015-04-08,21,2015-04-22,100000037,P,I,D,500000464,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000465,13,2015-04-09,17,2015-04-23,100000042,P,P,I,500000465,HT-1055,,EUR,I,,EA,2015-12-04,353.43,297.00,56.43,3.000
500000465,13,2015-04-09,17,2015-04-23,100000042,P,P,I,500000465,HT-1056,,JPY,I,,EA,2015-12-04,283.22,238.00,45.22,2.000
500000466,27,2015-04-10,5,2015-04-24,100000041,N,I,I,500000466,HT-1067,,EUR,I,,EA,2015-12-04,8.33,7.00,1.33,2.000
500000466,27,2015-04-10,5,2015-04-24,100000041,N,I,I,500000466,HT-1068,,USD,I,,EA,2015-12-04,4.17,3.50,0.67,1.000
500000467,16,2015-04-11,11,2015-04-25,100000038,X,I,I,500000467,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000467,16,2015-04-11,11,2015-04-25,100000038,X,I,I,500000467,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000468,2,2015-04-12,30,2015-04-26,100000036,C,P,D,500000468,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000468,2,2015-04-12,30,2015-04-26,100000036,C,P,D,500000468,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000469,16,2015-04-13,32,2015-04-27,100000043,N,I,I,500000469,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000469,16,2015-04-13,32,2015-04-27,100000043,N,I,I,500000469,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000470,33,2015-04-14,7,2015-04-28,100000044,P,P,D,500000470,HT-1082,,ARS,I,,EA,2015-12-04,402.22,338.00,64.22,2.000
500000470,33,2015-04-14,7,2015-04-28,100000044,P,P,D,500000470,HT-1083,,CNY,I,,EA,2015-12-04,1237.60,1040.00,197.60,2.000
500000471,6,2015-04-15,33,2015-04-29,100000036,P,I,I,500000471,HT-1113,,EUR,I,,EA,2015-12-04,5.47,4.60,0.87,2.000
500000471,6,2015-04-15,33,2015-04-29,100000036,P,I,I,500000471,HT-1114,,USD,I,,EA,2015-12-04,82.11,69.00,13.11,1.000
500000472,33,2015-04-16,7,2015-04-30,100000037,N,I,I,500000472,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000472,33,2015-04-16,7,2015-04-30,100000037,N,I,I,500000472,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000473,14,2015-04-17,4,2015-05-01,100000042,P,P,D,500000473,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000473,14,2015-04-17,4,2015-05-01,100000042,P,P,D,500000473,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000474,2,2015-04-18,11,2015-05-02,100000038,C,P,D,500000474,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000474,2,2015-04-18,11,2015-05-02,100000038,C,P,D,500000474,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
500000475,30,2015-04-19,15,2015-05-03,100000044,X,I,I,500000475,HT-1000,,EUR,I,,EA,2015-12-04,1137.64,956.00,181.64,1.000
500000475,30,2015-04-19,15,2015-05-03,100000044,X,I,I,500000475,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000476,29,2015-04-20,17,2015-05-04,100000044,N,I,I,500000476,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000476,29,2015-04-20,17,2015-05-04,100000044,N,I,I,500000476,HT-1031,,GBP,I,,EA,2015-12-04,339.15,285.00,54.15,1.000
500000477,21,2015-04-21,8,2015-05-05,100000044,P,P,I,500000477,HT-1040,,EUR,I,,EA,2015-12-04,2963.10,2490.00,473.10,3.000
500000477,21,2015-04-21,8,2015-05-05,100000044,P,P,I,500000477,HT-1041,,ARS,I,,EA,2015-12-04,583.10,490.00,93.10,1.000
500000478,12,2015-04-22,15,2015-05-06,100000042,P,P,D,500000478,HT-1073,,EUR,I,,EA,2015-12-04,85.68,72.00,13.68,3.000
500000478,12,2015-04-22,15,2015-05-06,100000042,P,P,D,500000478,HT-1080,,INR,I,,EA,2015-12-04,182.07,153.00,29.07,3.000
500000479,25,2015-04-23,3,2015-05-07,100000041,X,I,I,500000479,HT-1100,,USD,I,,EA,2015-12-04,213.96,179.80,34.16,2.000
500000479,25,2015-04-23,3,2015-05-07,100000041,X,I,I,500000479,HT-1101,,EUR,I,,EA,2015-12-04,95.08,79.90,15.18,1.000
500000480,4,2015-04-24,9,2015-05-08,100000037,X,I,I,500000480,HT-1500,,EUR,I,,EA,2015-12-04,5950.00,5000.00,950.00,1.000
500000480,4,2015-04-24,9,2015-05-08,100000037,X,I,I,500000480,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000481,31,2015-04-25,20,2015-05-09,100000041,N,I,I,500000481,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000481,31,2015-04-25,20,2015-05-09,100000041,N,I,I,500000481,HT-1106,,MXN,I,,EA,2015-12-04,40.46,34.00,6.46,1.000
500000482,21,2015-04-26,21,2015-05-10,100000037,X,I,I,500000482,HT-1030,,EUR,I,,EA,2015-12-04,547.40,460.00,87.40,2.000
500000482,21,2015-04-26,21,2015-05-10,100000037,X,I,I,500000482,HT-1031,,GBP,I,,EA,2015-12-04,1017.45,855.00,162.45,3.000
500000483,26,2015-04-27,22,2015-05-11,100000043,P,P,D,500000483,HT-1060,,EUR,I,,EA,2015-12-04,21.42,18.00,3.42,2.000
500000483,26,2015-04-27,22,2015-05-11,100000043,P,P,D,500000483,HT-1061,,EUR,I,,EA,2015-12-04,16.66,14.00,2.66,2.000
500000484,12,2015-04-28,21,2015-05-12,100000044,P,P,D,500000484,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000484,12,2015-04-28,21,2015-05-12,100000044,P,P,D,500000484,HT-1501,,JPY,I,,EA,2015-12-04,3570.00,3000.00,570.00,2.000
500000485,10,2015-04-29,22,2015-05-13,100000036,N,I,I,500000485,HT-1085,,DKK,I,,EA,2015-12-04,3567.62,2998.00,569.62,2.000
500000485,10,2015-04-29,22,2015-05-13,100000036,N,I,I,500000485,HT-1090,,EUR,I,,EA,2015-12-04,92.82,78.00,14.82,2.000
500000486,24,2015-04-30,29,2015-05-14,100000044,X,I,I,500000486,HT-1104,,JPY,I,,EA,2015-12-04,65.45,55.00,10.45,1.000
500000486,24,2015-04-30,29,2015-05-14,100000044,X,I,I,500000486,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000487,13,2015-05-01,9,2015-05-15,100000038,C,P,D,500000487,HT-1000,,EUR,I,,EA,2015-12-04,2275.28,1912.00,363.28,2.000
500000487,13,2015-05-01,9,2015-05-15,100000038,C,P,D,500000487,HT-1001,,EUR,I,,EA,2015-12-04,2972.62,2498.00,474.62,2.000
500000488,5,2015-05-02,27,2015-05-16,100000037,C,P,D,500000488,HT-1070,,ARS,I,,EA,2015-12-04,84.37,70.90,13.47,1.000
500000488,5,2015-05-02,27,2015-05-16,100000037,C,P,D,500000488,HT-1071,,ZAR,I,,EA,2015-12-04,291.67,245.10,46.57,3.000
500000489,27,2015-05-03,29,2015-05-17,100000037,P,P,D,500000489,HT-1040,,EUR,I,,EA,2015-12-04,987.70,830.00,157.70,1.000
500000489,27,2015-05-03,29,2015-05-17,100000037,P,P,D,500000489,HT-1041,,ARS,I,,EA,2015-12-04,1166.20,980.00,186.20,2.000
500000490,15,2015-05-04,1,2015-05-18,100000042,C,P,D,500000490,HT-1113,,EUR,I,,EA,2015-12-04,8.21,6.90,1.31,3.000
500000490,15,2015-05-04,1,2015-05-18,100000042,C,P,D,500000490,HT-1114,,USD,I,,EA,2015-12-04,164.22,138.00,26.22,2.000
500000491,8,2015-05-05,12,2015-05-19,100000041,C,P,D,500000491,HT-1117,,EUR,I,,EA,2015-12-04,90.44,76.00,14.44,2.000
500000491,8,2015-05-05,12,2015-05-19,100000041,C,P,D,500000491,HT-1118,,ARS,I,,EA,2015-12-04,94.01,79.00,15.01,1.000
500000492,11,2015-05-06,13,2015-05-20,100000036,P,I,I,500000492,HT-1100,,USD,I,,EA,2015-12-04,106.98,89.90,17.08,1.000
500000492,11,2015-05-06,13,2015-05-20,100000036,P,I,I,500000492,HT-1107,,ARS,I,,EA,2015-12-04,71.16,59.80,11.36,2.000
500000493,22,2015-05-07,13,2015-05-21,100000038,C,P,D,500000493,HT-1100,,USD,I,,EA,2015-12-04,320.94,269.70,51.24,3.000
500000493,22,2015-05-07,13,2015-05-21,100000038,C,P,D,500000493,HT-1101,,EUR,I,,EA,2015-12-04,285.24,239.70,45.54,3.000
500000494,26,2015-05-08,11,2015-05-22,100000043,P,I,I,500000494,HT-1070,,ARS,I,,EA,2015-12-04,253.11,212.70,40.41,3.000
500000494,26,2015-05-08,11,2015-05-22,100000043,P,I,I,500000494,HT-1071,,ZAR,I,,EA,2015-12-04,97.22,81.70,15.52,1.000
500000495,27,2015-05-09,22,2015-05-23,100000044,C,P,D,500000495,HT-1210,,EUR,I,,EA,2015-12-04,5709.62,4798.00,911.62,2.000
500000495,27,2015-05-09,22,2015-05-23,100000044,C,P,D,500000495,HT-1500,,EUR,I,,EA,2015-12-04,11900.00,10000.00,1900.00,2.000
500000496,27,2015-05-10,16,2015-05-24,100000036,N,I,I,500000496,HT-1063,,BRL,I,,EA,2015-12-04,33.32,28.00,5.32,2.000
500000496,27,2015-05-10,16,2015-05-24,100000036,N,I,I,500000496,HT-1064,,CAD,I,,EA,2015-12-04,19.04,16.00,3.04,1.000
500000497,29,2015-05-11,6,2015-05-25,100000042,X,I,I,500000497,HT-1102,,USD,I,,EA,2015-12-04,246.33,207.00,39.33,3.000
500000497,29,2015-05-11,6,2015-05-25,100000042,X,I,I,500000497,HT-1103,,EUR,I,,EA,2015-12-04,274.89,231.00,43.89,3.000
500000498,24,2015-05-12,14,2015-05-26,100000037,P,P,D,500000498,HT-1104,,JPY,I,,EA,2015-12-04,196.35,165.00,31.35,3.000
500000498,24,2015-05-12,14,2015-05-26,100000037,P,P,D,500000498,HT-1105,,EUR,I,,EA,2015-12-04,103.53,87.00,16.53,3.000
500000499,31,2015-05-13,16,2015-05-27,100000038,P,I,D,500000499,HT-1116,,MXN,I,,EA,2015-12-04,128.52,108.00,20.52,3.000
500000499,31,2015-05-13,16,2015-05-27,100000038,P,I,D,500000499,HT-1117,,EUR,I,,EA,2015-12-04,135.66,114.00,21.66,3.000
